City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Kaffrine,SN,2022-03-07 08:27:30,14.1059,-15.5508,66.09,24,55,8.25
252,Loukhi,RU,2022-03-07 08:27:30,66.0764,33.0381,4.84,94,92,5.35
253,Charters Towers,AU,2022-03-07 08:27:31,-20.1,146.2667,97.11,21,0,4.21
254,Peruibe,BR,2022-03-07 08:27:31,-24.32,-46.9983,75.67,81,10,3.06
255,Wajima,JP,2022-03-07 08:27:32,37.4,136.9,39.88,65,75,5.75
256,Jaslo,PL,2022-03-07 08:27:32,49.7451,21.4725,31.82,65,59,10.83
257,Bintulu,MY,2022-03-07 08:27:33,3.1667,113.0333,90.01,66,20,4.61
258,Parrita,CR,2022-03-07 08:27:33,9.5201,-84.3225,78.57,76,1,4.85
259,Cidreira,BR,2022-03-07 08:27:33,-30.1811,-50.2056,73.67,91,88,3.98
260,Ketchikan,US,2022-03-07 08:27:24,55.3422,-131.6461,42.78,100,100,5.75
261,Pingliang,CN,2022-03-07 08:27:34,35.5392,106.6861,59.09,30,0,13.94
262,Herat,AF,2022-03-07 08:27:35,34.5,62.0,68.43,23,100,25.26
263,Paamiut,GL,2022-03-07 08:27:35,61.994,-49.6678,19.24,92,100,3.36
264,Belle Fourche,US,2022-03-07 08:24:57,44.6714,-103.8522,18.32,58,1,8.41
265,Gornopravdinsk,RU,2022-03-07 08:27:36,60.05,69.9,2.26,91,100,10.94
266,Bom Jesus,BR,2022-03-07 08:27:36,-9.0744,-44.3586,69.35,96,97,1.41
267,Caxito,AO,2022-03-07 08:27:37,-8.5785,13.6643,83.16,76,95,3.89
268,Tall Kayf,TR,2022-03-07 08:27:37,37.0833,41.0667,55.74,49,5,4.76
269,Torbay,CA,2022-03-07 08:27:37,47.6666,-52.7314,27.75,92,100,12.66
270,Chumikan,RU,2022-03-07 08:27:38,54.7183,135.315,15.98,85,41,3.89
271,Codrington,AU,2022-03-07 08:27:38,-38.2667,141.9667,62.65,76,92,15.48
